Outlet_Size,Outlet_Location_Type,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Type,Item_Outlet_Sales
High,Tier 3,Low Fat,0.032862976,Health and Hygiene,238.6906,OUT013,Supermarket Type1,4278.4308
Small,Tier 2,Regular,0.03217132,Canned,184.824,OUT035,Supermarket Type1,4287.752
High,Tier 3,Low Fat,0.079152918,Frozen Foods,223.8062,OUT013,Supermarket Type1,4288.4178
Small,Tier 2,Low Fat,0.081996013,Frozen Foods,216.2534,OUT035,Supermarket Type1,4301.068
Small,Tier 2,Low Fat,0.121227447,Snack Foods,197.5452,OUT035,Supermarket Type1,4306.3944
Medium,Tier 3,Low Fat,0.008033611,Dairy,174.2422,OUT018,Supermarket Type2,4311.055
Small,Tier 2,Regular,0.04792722,Fruits and Vegetables,185.9556,OUT035,Supermarket Type1,4318.3788
Small,Tier 2,Regular,0.156802171,Dairy,242.1538,OUT035,Supermarket Type1,4326.3684
Small,Tier 2,Low Fat,0.026081567,Snack Foods,217.585,OUT035,Supermarket Type1,4327.7
Small,Tier 1,Low Fat,0.018571641,Canned,187.3214,OUT046,Supermarket Type1,4333.6922
Small,Tier 2,Regular,0.132058566,Fruits and Vegetables,187.5872,OUT035,Supermarket Type1,4349.0056
Small,Tier 1,Regular,0.077319079,Fruits and Vegetables,255.433,OUT046,Supermarket Type1,4357.661
High,Tier 3,Low Fat,0.074345142,Household,230.901,OUT013,Supermarket Type1,4364.319
Small,Tier 2,Low Fat,0.0,Snack Foods,244.817,OUT035,Supermarket Type1,4374.306
High,Tier 3,Low Fat,0.031125709,Household,174.3054,OUT013,Supermarket Type1,4377.635
Small,Tier 2,Low Fat,0.020693809,Breads,199.1742,OUT035,Supermarket Type1,4379.6324
Small,Tier 1,Regular,0.078400465,Fruits and Vegetables,259.0646,OUT046,Supermarket Type1,4380.2982
Medium,Tier 3,Low Fat,0.065857092,Frozen Foods,258.5646,OUT018,Supermarket Type2,4380.2982
Medium,Tier 3,Regular,0.044202545,Baking Goods,182.995,OUT018,Supermarket Type2,4394.28
Small,Tier 2,Low Fat,0.082534287,Dairy,191.1504,OUT035,Supermarket Type1,4410.2592
Small,Tier 2,Low Fat,0.187523164,Canned,146.2418,OUT035,Supermarket Type1,4414.254
High,Tier 3,Low Fat,0.060017128,Household,230.8642,OUT013,Supermarket Type1,4414.9198
Small,Tier 2,Regular,0.022970468,Snack Foods,211.0928,OUT035,Supermarket Type1,4418.2488
High,Tier 3,Low Fat,0.169667145,Canned,183.5266,OUT013,Supermarket Type1,4426.2384
Small,Tier 2,Low Fat,0.036228067,Health and Hygiene,175.2028,OUT035,Supermarket Type1,4427.57
Medium,Tier 3,Regular,0.116148596,Snack Foods,176.0028,OUT018,Supermarket Type2,4427.57
Small,Tier 1,Low Fat,0.055433377,Dairy,221.1114,OUT046,Supermarket Type1,4434.228
Medium,Tier 1,Low Fat,0.11411658,Health and Hygiene,158.8604,OUT049,Supermarket Type1,4436.8912
Small,Tier 1,Regular,0.127927931,Soft Drinks,184.8924,OUT046,Supermarket Type1,4442.2176
Small,Tier 2,Regular,0.107036943,Dairy,220.3772,OUT035,Supermarket Type1,4447.544
Small,Tier 1,Regular,0.063863551,Breads,262.3594,OUT046,Supermarket Type1,4448.2098
High,Tier 3,Regular,0.112316501,Fruits and Vegetables,193.9478,OUT013,Supermarket Type1,4456.1994
Medium,Tier 1,Low Fat,0.033942546,Snack Foods,213.5902,OUT049,Supermarket Type1,4460.1942
Small,Tier 2,Low Fat,0.09911729,Household,210.7902,OUT035,Supermarket Type1,4460.1942
Medium,Tier 3,Low Fat,0.042413704,Dairy,173.1764,OUT018,Supermarket Type2,4466.1864
High,Tier 3,Low Fat,0.0112259,Snack Foods,211.956,OUT013,Supermarket Type1,4474.176
High,Tier 3,Low Fat,0.034278798,Household,214.1218,OUT013,Supermarket Type1,4488.1578
Small,Tier 2,Low Fat,0.108689606,Snack Foods,159.3578,OUT035,Supermarket Type1,4492.8184
Medium,Tier 3,Low Fat,0.109153001,Snack Foods,161.3578,OUT018,Supermarket Type2,4492.8184
Medium,Tier 3,Low Fat,0.057292529,Dairy,224.3404,OUT018,Supermarket Type2,4500.808
Medium,Tier 1,Regular,0.023567538,Meat,226.8404,OUT049,Supermarket Type1,4500.808
Small,Tier 2,Regular,0.022054553,Meat,195.4452,OUT035,Supermarket Type1,4502.1396
Medium,Tier 3,Regular,0.09234651,Canned,251.8408,OUT018,Supermarket Type2,4506.1344
Small,Tier 2,Low Fat,0.091189915,Snack Foods,149.3708,OUT035,Supermarket Type1,4514.124
High,Tier 3,Regular,0.005583951,Starchy Foods,226.9062,OUT013,Supermarket Type1,4514.124
Small,Tier 2,Low Fat,0.040938155,Snack Foods,141.1496,OUT035,Supermarket Type1,4516.7872
Medium,Tier 3,Low Fat,0.008829806,Household,196.811,OUT018,Supermarket Type2,4517.453
Small,Tier 1,Low Fat,0.033974436,Canned,181.8976,OUT046,Supermarket Type1,4527.44
Small,Tier 2,Low Fat,0.028357839,Canned,163.2894,OUT035,Supermarket Type1,4530.1032
Medium,Tier 1,Regular,0.066279832,Frozen Foods,147.876,OUT049,Supermarket Type1,4540.756
Medium,Tier 1,Low Fat,0.041355366,Starchy Foods,182.0634,OUT049,Supermarket Type1,4544.085
Medium,Tier 1,Low Fat,0.072088552,Hard Drinks,253.704,OUT049,Supermarket Type1,4554.072
Medium,Tier 1,Low Fat,0.115346634,Soft Drinks,200.2084,OUT049,Supermarket Type1,4563.3932
Small,Tier 1,Low Fat,0.094161662,Household,251.9698,OUT046,Supermarket Type1,4566.0564
Medium,Tier 1,Low Fat,0.039980644,Snack Foods,227.3694,OUT049,Supermarket Type1,4567.388
High,Tier 3,Low Fat,0.064011067,Hard Drinks,230.2694,OUT013,Supermarket Type1,4567.388
Small,Tier 2,Low Fat,0.0,Snack Foods,253.0356,OUT035,Supermarket Type1,4578.0408
Medium,Tier 1,Regular,0.074035365,Dairy,256.1356,OUT049,Supermarket Type1,4578.0408
Medium,Tier 3,Low Fat,0.098108957,Health and Hygiene,240.9196,OUT018,Supermarket Type2,4579.3724
High,Tier 3,Low Fat,0.097629611,Health and Hygiene,240.4196,OUT013,Supermarket Type1,4579.3724
Medium,Tier 1,Low Fat,0.026384672,Frozen Foods,208.9954,OUT049,Supermarket Type1,4584.6988
High,Tier 3,Low Fat,0.120396991,Household,163.4868,OUT013,Supermarket Type1,4586.0304
Small,Tier 2,Low Fat,0.081026811,Meat,190.0846,OUT035,Supermarket Type1,4586.0304
Small,Tier 2,Low Fat,0.031219108,Seafood,156.9604,OUT035,Supermarket Type1,4595.3516
Small,Tier 1,Low Fat,0.082549896,Dairy,193.7504,OUT046,Supermarket Type1,4602.0096
High,Tier 3,Regular,0.096433359,Meat,178.5028,OUT013,Supermarket Type1,4604.6728
Small,Tier 2,Low Fat,0.052329172,Meat,243.1512,OUT035,Supermarket Type1,4604.6728
Medium,Tier 3,Low Fat,0.072965144,Household,231.3668,OUT018,Supermarket Type2,4607.336
Small,Tier 2,Regular,0.077304459,Fruits and Vegetables,257.633,OUT035,Supermarket Type1,4613.994
Small,Tier 1,Low Fat,0.022843501,Health and Hygiene,177.8686,OUT046,Supermarket Type1,4621.9836
Small,Tier 1,Regular,0.012012071,Canned,163.1184,OUT046,Supermarket Type1,4623.3152
High,Tier 3,Regular,0.056825065,Snack Foods,230.9984,OUT013,Supermarket Type1,4633.968
Medium,Tier 1,Regular,0.091054989,Frozen Foods,231.8984,OUT049,Supermarket Type1,4633.968
Small,Tier 2,Regular,0.021569566,Seafood,184.8582,OUT035,Supermarket Type1,4643.955
Small,Tier 1,Low Fat,0.060067115,Household,230.6642,OUT046,Supermarket Type1,4647.284
Medium,Tier 1,Regular,0.027386122,Snack Foods,259.2304,OUT049,Supermarket Type1,4649.9472
Small,Tier 2,Regular,0.033431669,Meat,153.1314,OUT035,Supermarket Type1,4653.942
High,Tier 3,Low Fat,0.049677651,Fruits and Vegetables,245.9144,OUT013,Supermarket Type1,4655.2736
Small,Tier 1,Low Fat,0.038685802,Fruits and Vegetables,243.8144,OUT046,Supermarket Type1,4655.2736
High,Tier 3,Regular,0.101747034,Canned,231.33,OUT013,Supermarket Type1,4660.6
High,Tier 3,Low Fat,0.096653315,Fruits and Vegetables,235.1958,OUT013,Supermarket Type1,4673.916
Small,Tier 1,Regular,0.172759093,Snack Foods,157.0972,OUT046,Supermarket Type1,4673.916
Medium,Tier 3,Regular,0.029129907,Snack Foods,188.4898,OUT018,Supermarket Type2,4677.245
Medium,Tier 3,Low Fat,0.0591756,Household,245.046,OUT018,Supermarket Type2,4680.574
Medium,Tier 1,Low Fat,0.009791467,Others,213.256,OUT049,Supermarket Type1,4687.232
Small,Tier 1,Regular,0.069587171,Meat,234.6616,OUT046,Supermarket Type1,4687.232
Medium,Tier 3,Low Fat,0.045230944,Snack Foods,187.9556,OUT018,Supermarket Type2,4693.89
Small,Tier 1,Regular,0.053584207,Fruits and Vegetables,224.4088,OUT046,Supermarket Type1,4697.8848
Small,Tier 1,Low Fat,0.034307348,Household,215.2218,OUT046,Supermarket Type1,4701.8796
Small,Tier 1,Low Fat,0.083359391,Household,161.9552,OUT046,Supermarket Type1,4711.2008
Medium,Tier 1,Regular,0.106918052,Baking Goods,183.5634,OUT049,Supermarket Type1,4725.8484
Medium,Tier 1,Regular,0.014234595,Snack Foods,190.2872,OUT049,Supermarket Type1,4727.18
Medium,Tier 3,Regular,0.101176316,Fruits and Vegetables,198.9768,OUT018,Supermarket Type2,4729.8432
Medium,Tier 3,Low Fat,0.137368051,Dairy,264.3568,OUT018,Supermarket Type2,4745.8224
Medium,Tier 1,Regular,0.074264356,Snack Foods,264.7568,OUT049,Supermarket Type1,4745.8224
Small,Tier 2,Regular,0.091954465,Canned,250.6408,OUT035,Supermarket Type1,4756.4752
Medium,Tier 1,Low Fat,0.025867353,Canned,264.6226,OUT049,Supermarket Type1,4757.8068
Medium,Tier 1,Low Fat,0.025742955,Household,197.1084,OUT049,Supermarket Type1,4761.8016
High,Tier 3,Low Fat,0.06682033,Snack Foods,198.9084,OUT013,Supermarket Type1,4761.8016
Small,Tier 2,Low Fat,0.032250092,Health and Hygiene,164.0526,OUT035,Supermarket Type1,4769.1254
Small,Tier 1,Low Fat,0.022703693,Dairy,177.9028,OUT046,Supermarket Type1,4781.7756
Medium,Tier 1,Low Fat,0.022831052,Fruits and Vegetables,160.292,OUT049,Supermarket Type1,4793.76
Small,Tier 1,Regular,0.0,Fruits and Vegetables,252.3382,OUT046,Supermarket Type1,4794.4258
Small,Tier 1,Regular,0.015965308,Snack Foods,229.4352,OUT046,Supermarket Type1,4809.7392
Small,Tier 2,Regular,0.073906461,Dairy,218.4482,OUT035,Supermarket Type1,4819.0604
Small,Tier 1,Low Fat,0.089260667,Breakfast,193.4478,OUT046,Supermarket Type1,4843.695
Small,Tier 2,Low Fat,0.041816615,Household,254.5014,OUT035,Supermarket Type1,4845.0266
Small,Tier 1,Low Fat,0.081134826,Meat,220.0798,OUT046,Supermarket Type1,4848.3556
Small,Tier 1,Regular,0.026840766,Baking Goods,219.8456,OUT046,Supermarket Type1,4863.0032
Small,Tier 2,Low Fat,0.033082215,Meat,172.5738,OUT035,Supermarket Type1,4865.6664
High,Tier 3,Low Fat,0.0,Fruits and Vegetables,179.9976,OUT013,Supermarket Type1,4889.6352
Small,Tier 1,Low Fat,0.031151633,Household,173.2054,OUT046,Supermarket Type1,4902.9512
Medium,Tier 3,Low Fat,0.090267996,Fruits and Vegetables,194.711,OUT018,Supermarket Type2,4910.275
Small,Tier 1,Low Fat,0.173481304,Snack Foods,194.511,OUT046,Supermarket Type1,4910.275
Small,Tier 2,Regular,0.066717378,Frozen Foods,260.8962,OUT035,Supermarket Type1,4920.9278
Small,Tier 1,Regular,0.066729996,Frozen Foods,257.2962,OUT046,Supermarket Type1,4920.9278
Small,Tier 1,Regular,0.005530516,Fruits and Vegetables,171.179,OUT046,Supermarket Type1,4923.591
Medium,Tier 1,Low Fat,0.083929569,Meat,182.4292,OUT049,Supermarket Type1,4925.5884
Medium,Tier 1,Low Fat,0.010008699,Household,176.737,OUT049,Supermarket Type1,4940.236
Medium,Tier 3,Low Fat,0.007309544,Meat,196.2426,OUT018,Supermarket Type2,4943.565
Small,Tier 1,Low Fat,0.05706009,Dairy,225.0404,OUT046,Supermarket Type1,4950.8888
High,Tier 3,Regular,0.023511371,Meat,225.9404,OUT013,Supermarket Type1,4950.8888
Medium,Tier 1,Regular,0.12848269,Baking Goods,223.9404,OUT049,Supermarket Type1,4950.8888
Small,Tier 2,Low Fat,0.145013434,Health and Hygiene,225.0404,OUT035,Supermarket Type1,4950.8888
Medium,Tier 1,Regular,0.080765853,Frozen Foods,262.8936,OUT049,Supermarket Type1,4958.8784
High,Tier 3,Regular,0.073997843,Fruits and Vegetables,207.0638,OUT013,Supermarket Type1,4969.5312
Small,Tier 1,Regular,0.011995271,Canned,184.5924,OUT046,Supermarket Type1,4997.4948
Medium,Tier 1,Regular,0.078526225,Snack Foods,173.5422,OUT049,Supermarket Type1,5000.8238
Medium,Tier 3,Low Fat,0.026451028,Frozen Foods,210.3954,OUT018,Supermarket Type2,5001.4896
Medium,Tier 1,Low Fat,0.047791878,Household,180.766,OUT049,Supermarket Type1,5033.448
Medium,Tier 1,Low Fat,0.074460855,Snack Foods,253.6724,OUT049,Supermarket Type1,5033.448
Small,Tier 1,Regular,0.129337594,Seafood,238.188,OUT046,Supermarket Type1,5033.448
High,Tier 3,Low Fat,0.005230786,Dairy,265.1884,OUT013,Supermarket Type1,5034.7796
Small,Tier 2,Low Fat,0.036319195,Dairy,219.3482,OUT035,Supermarket Type1,5038.1086
Medium,Tier 1,Low Fat,0.028461453,Dairy,152.234,OUT049,Supermarket Type1,5053.422
High,Tier 3,Low Fat,0.182501773,Others,239.2196,OUT013,Supermarket Type1,5061.4116
Small,Tier 1,Low Fat,0.054930533,Baking Goods,194.4452,OUT046,Supermarket Type1,5089.3752
Small,Tier 1,Low Fat,0.11487406,Baking Goods,221.4114,OUT046,Supermarket Type1,5099.3622
Medium,Tier 1,Low Fat,0.129534812,Household,190.1872,OUT049,Supermarket Type1,5105.3544
Medium,Tier 1,Regular,0.0,Baking Goods,194.411,OUT049,Supermarket Type1,5106.686
Small,Tier 1,Low Fat,0.089272253,Snack Foods,254.7672,OUT046,Supermarket Type1,5113.344
Small,Tier 2,Regular,0.101812521,Canned,232.23,OUT035,Supermarket Type1,5126.66
Small,Tier 1,Regular,0.033760862,Meat,196.9426,OUT046,Supermarket Type1,5141.3076
High,Tier 3,Low Fat,0.007273831,Meat,196.6426,OUT013,Supermarket Type1,5141.3076
Small,Tier 1,Low Fat,0.096733815,Fruits and Vegetables,233.1958,OUT046,Supermarket Type1,5141.3076
Small,Tier 1,Low Fat,0.049719026,Fruits and Vegetables,246.7144,OUT046,Supermarket Type1,5145.3024
High,Tier 3,Regular,0.0,Fruits and Vegetables,257.5646,OUT013,Supermarket Type1,5153.292
Small,Tier 2,Regular,0.07838564,Fruits and Vegetables,256.4646,OUT035,Supermarket Type1,5153.292
Small,Tier 1,Low Fat,0.081042136,Meat,192.4846,OUT046,Supermarket Type1,5159.2842
Medium,Tier 1,Low Fat,0.11084417,Fruits and Vegetables,189.2846,OUT049,Supermarket Type1,5159.2842
High,Tier 3,Low Fat,0.1164455,Snack Foods,182.8266,OUT013,Supermarket Type1,5163.9448
Medium,Tier 3,Low Fat,0.036107198,Snack Foods,184.4924,OUT018,Supermarket Type2,5182.5872
High,Tier 3,Regular,0.049580407,Baking Goods,227.4062,OUT013,Supermarket Type1,5191.2426
Medium,Tier 1,Low Fat,0.071010513,Fruits and Vegetables,190.9162,OUT049,Supermarket Type1,5195.2374
Medium,Tier 1,Regular,0.058516562,Fruits and Vegetables,164.1552,OUT049,Supermarket Type1,5198.5664
Small,Tier 2,Low Fat,0.029933275,Snack Foods,169.0816,OUT035,Supermarket Type1,5201.2296
Small,Tier 2,Low Fat,0.068809463,Canned,258.5278,OUT035,Supermarket Type1,5206.556
Small,Tier 1,Regular,0.032177405,Canned,185.424,OUT046,Supermarket Type1,5219.872
Medium,Tier 1,Low Fat,0.072178679,Household,262.9594,OUT049,Supermarket Type1,5233.188
Medium,Tier 1,Regular,0.048761223,Starchy Foods,186.5898,OUT049,Supermarket Type1,5238.5144
Small,Tier 2,Low Fat,0.167799329,Soft Drinks,239.4564,OUT035,Supermarket Type1,5243.8408
Medium,Tier 1,Regular,0.074743226,Fruits and Vegetables,187.6556,OUT049,Supermarket Type1,5257.1568
Small,Tier 2,Low Fat,0.015457803,Frozen Foods,209.9928,OUT035,Supermarket Type1,5259.82
Small,Tier 1,Regular,0.074149074,Snack Foods,262.2568,OUT046,Supermarket Type1,5273.136
Medium,Tier 1,Regular,0.030672457,Snack Foods,253.1724,OUT049,Supermarket Type1,5285.1204
High,Tier 3,Low Fat,0.072608647,Household,228.3668,OUT013,Supermarket Type1,5298.4364
High,Tier 3,Low Fat,0.124402507,Canned,266.1884,OUT013,Supermarket Type1,5299.768
Medium,Tier 1,Regular,0.058918844,Fruits and Vegetables,191.653,OUT049,Supermarket Type1,5313.084
High,Tier 3,Regular,0.103935018,Baking Goods,166.85,OUT013,Supermarket Type1,5326.4
Small,Tier 1,Low Fat,0.167155198,Soft Drinks,241.7512,OUT046,Supermarket Type1,5331.7264
Small,Tier 2,Low Fat,0.033172957,Snack Foods,172.0422,OUT035,Supermarket Type1,5345.7082
Medium,Tier 1,Low Fat,0.023613955,Soft Drinks,192.8846,OUT049,Supermarket Type1,5350.3688
Medium,Tier 3,Low Fat,0.023673342,Soft Drinks,189.0846,OUT018,Supermarket Type2,5350.3688
High,Tier 3,Low Fat,0.079739853,Dairy,233.03,OUT013,Supermarket Type1,5359.69
High,Tier 3,Low Fat,0.113234914,Soft Drinks,186.3924,OUT013,Supermarket Type1,5367.6796
Medium,Tier 3,Low Fat,0.089345074,Household,191.9504,OUT018,Supermarket Type2,5369.0112
Small,Tier 2,Low Fat,0.042641788,Canned,257.833,OUT035,Supermarket Type1,5382.993
Medium,Tier 1,Regular,0.0,Fruits and Vegetables,208.5638,OUT049,Supermarket Type1,5383.6588
Medium,Tier 1,Low Fat,0.031143591,Snack Foods,183.9582,OUT049,Supermarket Type1,5386.9878
Small,Tier 2,Low Fat,0.025732114,Fruits and Vegetables,166.4474,OUT035,Supermarket Type1,5390.3168
Small,Tier 2,Regular,0.067688124,Breads,258.8988,OUT035,Supermarket Type1,5396.9748
Medium,Tier 1,Regular,0.039101813,Baking Goods,208.8296,OUT049,Supermarket Type1,5400.9696
Small,Tier 2,Low Fat,0.066608487,Fruits and Vegetables,184.624,OUT035,Supermarket Type1,5406.296
Medium,Tier 1,Low Fat,0.064464147,Snack Foods,255.7646,OUT049,Supermarket Type1,5410.9566
Small,Tier 1,Regular,0.062411404,Fruits and Vegetables,225.9062,OUT046,Supermarket Type1,5416.9488
Small,Tier 2,Low Fat,0.077709902,Snack Foods,259.6962,OUT035,Supermarket Type1,5438.9202
High,Tier 3,Low Fat,0.117537563,Snack Foods,195.4136,OUT013,Supermarket Type1,5443.5808
High,Tier 3,Low Fat,0.011278535,Household,237.0248,OUT013,Supermarket Type1,5451.5704
Small,Tier 1,Low Fat,0.098622378,Household,208.427,OUT046,Supermarket Type1,5452.902
High,Tier 3,Low Fat,0.038531668,Fruits and Vegetables,210.6586,OUT013,Supermarket Type1,5487.5236
Small,Tier 2,Regular,0.0,Canned,229.0352,OUT035,Supermarket Type1,5496.8448
Small,Tier 1,Low Fat,0.044004675,Soft Drinks,188.853,OUT046,Supermarket Type1,5502.837
Small,Tier 2,Low Fat,0.024646608,Household,177.4686,OUT035,Supermarket Type1,5510.8266
High,Tier 3,Low Fat,0.018797945,Health and Hygiene,241.288,OUT013,Supermarket Type1,5512.824
High,Tier 3,Low Fat,0.031710329,Household,263.091,OUT013,Supermarket Type1,5522.811
High,Tier 3,Low Fat,0.136696892,Dairy,264.5568,OUT013,Supermarket Type1,5536.7928
Medium,Tier 3,Low Fat,0.040521714,Fruits and Vegetables,178.5002,OUT018,Supermarket Type2,5552.1062
Small,Tier 1,Low Fat,0.056830682,Snack Foods,214.0218,OUT046,Supermarket Type1,5556.7668
Small,Tier 2,Regular,0.018801549,Fruits and Vegetables,222.1772,OUT035,Supermarket Type1,5559.43
Small,Tier 1,Low Fat,0.070900282,Fruits and Vegetables,192.6162,OUT046,Supermarket Type1,5580.0698
Medium,Tier 1,Low Fat,0.186357148,Household,254.3698,OUT049,Supermarket Type1,5580.7356
High,Tier 3,Regular,0.077108099,Soft Drinks,232.8958,OUT013,Supermarket Type1,5608.6992
Medium,Tier 3,Regular,0.0,Dairy,256.7672,OUT018,Supermarket Type2,5624.6784
Medium,Tier 3,Low Fat,0.0,Health and Hygiene,224.4404,OUT018,Supermarket Type2,5626.01
Small,Tier 2,Regular,0.023526504,Meat,223.5404,OUT035,Supermarket Type1,5626.01
Medium,Tier 1,Low Fat,0.040434372,Household,244.3144,OUT049,Supermarket Type1,5635.3312
Medium,Tier 1,Regular,0.062508438,Fruits and Vegetables,227.1062,OUT049,Supermarket Type1,5642.655
Small,Tier 2,Low Fat,0.058091482,Dairy,245.1802,OUT035,Supermarket Type1,5650.6446
Medium,Tier 3,Low Fat,0.035731825,Breads,218.3166,OUT018,Supermarket Type2,5660.6316
Small,Tier 1,Low Fat,0.048027043,Breads,218.9166,OUT046,Supermarket Type1,5660.6316
Medium,Tier 3,Low Fat,0.0,Soft Drinks,172.0422,OUT018,Supermarket Type2,5690.5926
Medium,Tier 1,Low Fat,0.033271818,Fruits and Vegetables,196.5768,OUT049,Supermarket Type1,5715.2272
Small,Tier 1,Low Fat,0.055390121,Dairy,195.2768,OUT046,Supermarket Type1,5715.2272
High,Tier 3,Low Fat,0.102426197,Dairy,230.6352,OUT013,Supermarket Type1,5725.88
Medium,Tier 1,Regular,0.066400129,Fruits and Vegetables,250.1092,OUT049,Supermarket Type1,5727.2116
Small,Tier 1,Regular,0.144017405,Dairy,238.3222,OUT046,Supermarket Type1,5736.5328
Small,Tier 2,Low Fat,0.011233126,Snack Foods,211.556,OUT035,Supermarket Type1,5752.512
High,Tier 3,Low Fat,0.010003987,Snack Foods,250.7408,OUT013,Supermarket Type1,5757.8384
Medium,Tier 1,Regular,0.03033748,Snack Foods,222.9114,OUT049,Supermarket Type1,5764.4964
Small,Tier 1,Regular,0.022940826,Baking Goods,241.8538,OUT046,Supermarket Type1,5768.4912
Medium,Tier 1,Low Fat,0.056919038,Snack Foods,212.8218,OUT049,Supermarket Type1,5770.4886
Small,Tier 1,Low Fat,0.020697723,Breads,198.8742,OUT046,Supermarket Type1,5773.1518
Medium,Tier 3,Low Fat,0.021938404,Frozen Foods,264.691,OUT018,Supermarket Type2,5785.802
Small,Tier 1,Regular,0.07575107,Baking Goods,262.8568,OUT046,Supermarket Type1,5800.4496
Small,Tier 2,Low Fat,0.005234153,Dairy,264.0884,OUT035,Supermarket Type1,5829.7448
Small,Tier 2,Low Fat,0.018407033,Frozen Foods,254.7698,OUT035,Supermarket Type1,5834.4054
Medium,Tier 3,Regular,0.128805815,Baking Goods,224.0404,OUT018,Supermarket Type2,5851.0504
High,Tier 3,Low Fat,0.057012606,Dairy,225.0404,OUT013,Supermarket Type1,5851.0504
Small,Tier 2,Low Fat,0.012540003,Household,167.0474,OUT035,Supermarket Type1,5895.659
Medium,Tier 1,Low Fat,0.058192802,Dairy,246.9802,OUT049,Supermarket Type1,5896.3248
Small,Tier 2,Low Fat,0.03717912,Soft Drinks,162.5526,OUT035,Supermarket Type1,5920.2936
Medium,Tier 1,Low Fat,0.032677678,Frozen Foods,239.0906,OUT049,Supermarket Type1,5942.265
Medium,Tier 1,Regular,0.030890618,Canned,228.7352,OUT049,Supermarket Type1,5954.9152
Medium,Tier 1,Low Fat,0.020229757,Household,260.8962,OUT049,Supermarket Type1,5956.9126
Medium,Tier 3,Low Fat,0.016087659,Dairy,249.6092,OUT018,Supermarket Type2,5976.2208
High,Tier 3,Low Fat,0.089186387,Breakfast,193.3478,OUT013,Supermarket Type1,6006.1818
Medium,Tier 1,Low Fat,0.059582996,Others,238.8538,OUT049,Supermarket Type1,6008.845
High,Tier 3,Low Fat,0.022864238,Frozen Foods,260.0594,OUT013,Supermarket Type1,6018.1662
Small,Tier 1,Regular,0.038756864,Fruits and Vegetables,260.7252,OUT046,Supermarket Type1,6033.4796
High,Tier 3,Regular,0.038724612,Fruits and Vegetables,263.9252,OUT013,Supermarket Type1,6033.4796
Medium,Tier 1,Low Fat,0.113694957,Household,253.4724,OUT049,Supermarket Type1,6040.1376
